id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos
tt8344230,Langit Cinta,Langit Cinta,2016,120,"Drama,Romance",7.6,9,actor,Budiman,Farid Kamil,1981,\N,"actor,director,writer","tt1156285,tt1932660,tt2653224,tt1640617"
tt8483452,Cinta Laki-Laki Biasa,Cinta Laki-Laki Biasa,2016,115,"Drama,Romance",7.8,82,actor,Muhammad Rafli Imani,Deva Mahenra,\N,\N,actor,"tt5587488,tt11646170,tt9198814,tt11853484"
tt8483452,Cinta Laki-Laki Biasa,Cinta Laki-Laki Biasa,2016,115,"Drama,Romance",7.8,82,actor,Tyo Handoko,Nino Fernandez,1984,\N,actor,"tt6096424,tt10357406,tt3652714,tt6054298"
tt8483452,Cinta Laki-Laki Biasa,Cinta Laki-Laki Biasa,2016,115,"Drama,Romance",7.8,82,actor,Nania's father,Cok Simbara,1953,\N,actor,"tt8948208,tt6688150,tt1067225,tt2265171"
tt8483452,Cinta Laki-Laki Biasa,Cinta Laki-Laki Biasa,2016,115,"Drama,Romance",7.8,82,actress,Nania Dinda Wirawan,Velove Vexia,\N,\N,actress,"tt2773610,tt7624534,tt10357406,tt8483452"
tt8620002,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,2016,92,"Drama,Romance",5.8,6,actress,\N,Ah-Reum Hwang,\N,\N,actress,\N
tt8620002,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,2016,92,"Drama,Romance",5.8,6,actor,\N,Jeong-Hyeon Jo,\N,\N,actor,\N
tt8620002,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,2016,92,"Drama,Romance",5.8,6,actor,\N,Dae-han Kim,\N,\N,actor,"tt12838766,tt8620002,tt9747594,tt18926162"
tt8620002,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,2016,92,"Drama,Romance",5.8,6,actress,\N,Ah Yoo,\N,\N,actress,\N
tt8620002,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,2016,92,"Drama,Romance",5.8,6,actor,\N,Yoo-Cheol Sim,\N,\N,actor,\N
tt8620002,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,2016,92,"Drama,Romance",5.8,6,actress,\N,Se-ri Baek,\N,\N,actress,"tt13039188,tt6381764,tt8620002,tt7407098"
tt8620002,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,2016,92,"Drama,Romance",5.8,6,actress,\N,Ye-bin Joo,\N,\N,actress,"tt8620002,tt7360646,tt7331908"
tt8620002,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,Yeo-jik-won-deul: Jik-jang-yeon-ae-sa,2016,92,"Drama,Romance",5.8,6,actor,\N,Joon-woo Ahn,\N,\N,actor,"tt8620002,tt5620136"
tt8750600,Amour Éternel,Amour Éternel,2016,52,"Drama,Romance",7.2,20,actor,\N,Rémi Brico,\N,\N,actor,tt8750600
tt8750600,Amour Éternel,Amour Éternel,2016,52,"Drama,Romance",7.2,20,actress,\N,Marie Muffat,\N,\N,actress,\N
tt8750600,Amour Éternel,Amour Éternel,2016,52,"Drama,Romance",7.2,20,actor,\N,Sébastien Piqueras,\N,\N,actor,\N
tt8750600,Amour Éternel,Amour Éternel,2016,52,"Drama,Romance",7.2,20,actor,\N,Martin Monteneau,\N,\N,actor,\N
tt8750600,Amour Éternel,Amour Éternel,2016,52,"Drama,Romance",7.2,20,actor,\N,Benjamin Ribeaucourt,\N,\N,"director,writer,actor","tt8771074,tt8750600"
tt8750600,Amour Éternel,Amour Éternel,2016,52,"Drama,Romance",7.2,20,actor,\N,Guillaume Hecquet,\N,\N,actor,"tt8771074,tt8750600"
tt8835580,The Maid of the Blind Master (V),Mang shao ye de xiao nu pu,2016,87,"Drama,Romance",5.8,24,actor,Ren Haoming,Minting Liu,\N,\N,actor,"tt8551028,tt8835580"
tt8835580,The Maid of the Blind Master (V),Mang shao ye de xiao nu pu,2016,87,"Drama,Romance",5.8,24,actress,Ruan Qingtian,Zhimo Feng,\N,\N,actress,"tt8835580,tt8835708,tt8835702"
tt8835580,The Maid of the Blind Master (V),Mang shao ye de xiao nu pu,2016,87,"Drama,Romance",5.8,24,actor,A-Song,Haolin Li,\N,\N,actor,tt8835580
tt8835580,The Maid of the Blind Master (V),Mang shao ye de xiao nu pu,2016,87,"Drama,Romance",5.8,24,actress,Ruan Xinxin,Bohan Jin,\N,\N,actress,"tt8835580,tt22170804,tt8835722,tt8835590"
tt8835590,Love Hunting,Love Hunting,2016,83,"Drama,Romance",6.8,20,actor,Wu Tian Xiang,Qian Cheng,\N,\N,actor,"tt8835590,tt10229466,tt0417976,tt8835722"
tt8835590,Love Hunting,Love Hunting,2016,83,"Drama,Romance",6.8,20,actress,Shang Guang Xue Er,Bohan Jin,\N,\N,actress,"tt8835580,tt22170804,tt8835722,tt8835590"
tt9257662,Morning Trail,Holechet Shiva,2016,90,"Drama,Romance",6.5,7,actress,Ella,Miki Kam,1955,\N,actress,"tt0092678,tt9257662,tt0073052,tt0484339"
tt9257662,Morning Trail,Holechet Shiva,2016,90,"Drama,Romance",6.5,7,actor,Gabi,Robert Henig,\N,\N,actor,"tt9257662,tt0375058,tt9613332,tt5134724"
tt9257662,Morning Trail,Holechet Shiva,2016,90,"Drama,Romance",6.5,7,actress,Michal,Lior Bason,\N,\N,actress,\N
tt9257662,Morning Trail,Holechet Shiva,2016,90,"Drama,Romance",6.5,7,actor,Amir,Omry Ashin,\N,\N,actor,"tt1778854,tt11300390,tt9257662,tt5134724"
